SUBJECT,CODE,TITLE,CREDIT,ATTRIBUTE,EXCLUSION STR,PREREQUISITE STR,COREQUISITE STR,DESCRIPTION,COLIST WITH STR,VECTOR,PREVIOUS CODE,OFFER IN
"MATH","6900D","Mathematics Seminar","1","-","-","-","-","This course will expose our PG students to the current mathematical research and development and provide them with opportunities to make mathematical and social contacts with the speakers and with local and international mathematicalcommunities in general. Graded P or F.","-","[0-1-0:1]","MATH 600D","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"MATH","6911A","Reading Course: Finite Element Methods","3","-","-","MATH 5311","-","The course will focus on Sobolev Spaces, Interpolation Theory in Sobolev Spaces, PDEs and Weak Forms, Galerkin methods, Finite Element Spaces, Error Analysis of FEMs. Students should seek instructor's approval to take this course.","-","[3-0-0:3]","-","['2017-18 Fall']"
"MATH","6911B","Reading Course: Advanced Iterative Methods for Algebraic Solvers","3","-","-","MATH 5312","-","The course will focus on Matrix Splitting, CG methods, preconditioning, multigrid methods, domain decomposition, subspace iteration. Students should seek instructor's approval to take this course.","-","[3-0-0:3]","-","['2017-18 Fall']"
"MATH","6911C","Reading Course: PDEs in Complex Geometry","2","-","-","MATH 4033","-","This independent reading course reviews some masterpieces in complex geometry that heavily used PDE methods. Students will read important and seminal works in this area, including Yau's proof of the Calabi Conjecture, existence of Kahler-Einstein metrics, the Kahler-Ricci flow, etc. Students are expected to give regular presentations. Students should seek instructor's approval to take this course.","-","[2-0-0:2]","-","['2017-18 Fall']"
"MATH","6911D","Reading Course: Advanced Topics in Algebraic Coding Theory","6","-","-","-","-","The main purpose of the reading course is preparing the student to undertake research on some explicit problems in coding theory. This will be partly reading and partly research. There will be weekly meeting and some seminars every month. Students should seek instructor's approval to take this course.","-","[6-0-0:6]","-","['2017-18 Fall']"
"MATH","6911E","Reading Course: Number Theory and Automorphic Forms","3","-","-","MATH 5143","-","This course will discuss automorphic forms and their applications in number theory. We will focus on trace formulas. Students should seek instructor's approval to take this course.","-","[3-0-0:3]","-","['2017-18 Fall']"
"MATH","6911F","Reading Course: Numerical Method for Interface Motion","1","-","-","-","-","The students will read papers on phase filed method, threshold dynamics method for interface motion and give a report. Students should seek instructor's approval to take this course.","-","[1-0-0:1]","-","['2017-18 Spring', '2017-18 Fall']"
"MATH","6911Z","Reading Course: Introduction to Elasticity Theory","3","-","-","-","-","This reading course will give introduction to elasticity theory and discuss the recent advances in mathematical models of defects in solids. Students should seek instructor's approval to take this course.","-","[3-0-0:3]","-","['2017-18 Fall', '2016-17 Spring']"
"MATH","6912A","Reading Course: The Chaotic Pendulum","3","-","-","-","-","Students will read research papers on pendulum dynamics and chaotic systems, including the logistic map. The student has to seek the course instructor's approval to take the course.","-","[3-0-0:3]","-","['2017-18 Spring']"
"MATH","6912B","Reading Course: Enumerative Geometry","3","-","-","MATH 5240 AND MATH 5261","-","Modern Techniques in enumerative geometry: (1) Cohomological field theory and R matrices (2) Givental's theory of quantization. Students should seek instructor's approval to take this course.","-","[3-0-0:3]","-","['2017-18 Spring']"
"MATH","6912C","Reading Course: Turbulence Theory, Modeling and Simulation","3","-","-","MATH 5353","-","(1) First part will focus on homogeneous turbulence theory, like structure function, velocity spectral, energy cascade and kolmogorov theory. (2) Wall flows will be concentrated to illustrate turbulence modeling and simulations, namely RANS, LES and DNS method. (3) Read classical and advanced paper to stimulate new idea and model on turbulence. Students should seek instructor's approval to take this course.","-","[3-0-0:3]","-","['2017-18 Spring']"
"MATH","6912D","Reading Course: Complex Analytic Theory of Differential Equations","2","-","-","MATH 4023","-","This reading course will trace back the complex analytic theory of Fuchsian type differential equations. We revisit monodromy problems, and to apply Nevanlinna's value distribution theory in differential equations to analyse some Hill's equations. Students should seek instructor's approval to take this course.","-","[2-0-0:2]","-","['2017-18 Spring']"
"MATH","6912E","Reading Course: Modern Analysis","2","-","-","MATH 1023","-","This course will review the basics of mathematical analysis with topics from ε-δ arguments to Lebesgue's measures, integrals, metric spaces, linear spaces, Hilbert spaces, Banach spaces. Students should seek instructor's approval to take this course.","-","[2-0-0:2]","-","['2017-18 Spring']"
"MATH","6912F","Reading Course: Number Theory and Automorphic Forms II","3","-","-","-","-","The student will read some basic theory about automorphic forms including (1) representation theory of GL(1) and GL(2) over local fields (2) Weil representations and (3) L-functions. Students should seek instructor's approval to take this course.","-","[3-0-0:3]","-","['2017-18 Spring']"
"MATH","6912G","Reading Course: Introduction to Physical Oceanography","3","-","-","MATH 4052 AND MATH 4326 AND ENVR 6050","-","(1) General introduction to ocean characteristics (2) Physical properties of seawater (3) Typical distribution of water characteristics (4) Mass, salt, and heat budgets and wind forcing (5) Data analysis concepts and observational methods (6) Dynamical processes for ocean circulation (7) Gravity waves, tides and coastal circulation (8) Global circulation and water properties (9) Fundamental numerical ocean modeling. Students should seek instructor's approval to take this course.","-","[3-0-0:3]","-","['2017-18 Spring']"
"MATH","6912H","Reading Course: Applied Analysis","2","-","-","MATH 2023","-","(1) Contraction mapping (2) Fourier series (3) Fourier transform (4) Basic of Hilbert Space theory (5) Linear operators in Hilbert Space (6) Linear differential equation and Green's Function. Students should seek instructor's approval to take this course.","-","[2-0-0:2]","-","['2017-18 Spring']"
"MATH","6912I","Reading Course: Pattern Recognition and Machine Learning","1","-","-","-","-","Graphical Model. EM algorithm, Approximate Inference with applications. Students should seek instructor's approval to take this course.","-","[1-0-0:1]","-","['2017-18 Spring']"
"MATH","6912K","Reading Course: Iterative Regularization and Variational Inference","1","-","-","-","-","Explicit and inexplicit regularization in statistical learning, Reproducible Kernel Hilbert Space, Stein Variational Gradient Inference. Students should seek instructor's approval to take this course.","-","[1-0-0:1]","-","['2018-19 Fall']"
"MATH","6912L","Reading Course: Mathematical Problems of Solid Mechanics","3","-","-","-","-","This reading course will give introduction to elasticity theory and will discuss the recent advances in mathematical models of defects in solids. Students should seek instructor's approval to register for this course.","-","[3-0-0:3]","-","['2018-19 Fall']"
"MATH","6912M","Reading Course: An Introduction to Plasma and Its Simulation","3","-","-","MATH 5353","-","This course introduces fundamental concept in plasma physics and magnetohydrodynamics (MHD). The topics include kinetic theory, the Vlasov equation, and the relation between kinetic and fluid models. The Unified Gas Kinetic Scheme (UGKS) will be introduced, which simulates plasma from the Vlasov equation in the kinetic scale to all kinds of MHD equations in the hydrodynamic scale. Multiple numerical test cases will be used to validate Plasma-UGKS. Students should seek instructor's approval to register for this course.","-","[3-0-0:3]","-","['2018-19 Fall']"
"MATH","6912N","Reading Course: Polyhedral and Semi-algebra Geometry","4","-","-","-","-","This course is to study spaces constructed from polytopes, convex sets, and some semi-algebraic sets. The purpose is to obtain knowledge for students to further study the geometric measures of such spaces by extending Minkowski product of convex bodies to semi-algebraic sets. The subjects include the following five aspects: 1. Polytopes, polyhedral, and polyhedral spaces 2. Combinatorial curvatures of graphs, polytopal cell complexes 3.Topological classification of polygonal surfaces with nonnegative curvature 4. Minkowski algebra of polyconvex sets 5. Semi-algebraic sets: (i) Triangulation of semi-algebraic sets, (ii) triviality of semi-algebraic maps, (iii) Euler numbers of semi-algebraic sets, (iv) Minkowski product of semi-algebraic sets, (v) Elementary mixed volumes of polyconvex semi-algebraic sets. Students should seek instructor's approval to register for this course.","-","[4-0-0:4]","-","['2018-19 Fall']"
"MATH","6912O","Reading Course: Modeling Materials Defects and Randomness","3","-","-","-","-","This reading course will give introduction to defects in solids and stochastic processes, and will discuss the recent advances in modeling approaches. Students should seek instructor's approval to register for this course.","-","[3-0-0:3]","-","['2018-19 Fall']"
"MATH","6912P","Reading Course: Non-equilibrium Flow","1","-","-","-","-","This reading course will give introduction to gas-kinetic theory, statistical mechanics and non-equilibrium kinetic theory. Students should seek instructor's approval to register for this course.","-","[1-0-0:1]","-","['2018-19 Fall']"
"MATH","6915","Scientific Computation Seminar","1","-","-","-","-","This course will expose PG students to the current research and new development in scientific computation and provide them with opportunities to make social contacts with the speakers from both the local and international academic communities. Graded P or F.","-","[0-1-0:1]","-","['2018-19 Fall', '2016-17 Spring']"
"MATH","6990","MPhil Thesis Research","0","-","-","-","-","Master's thesis research supervised by a faculty member.  A successful defense of the thesis leads to the grade Pass.  No course credit is assigned.","-","-","MATH 699","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"MATH","7990","Doctoral Thesis Research","0","-","-","-","-","Original and independent doctoral thesis research.  A successful defense of the thesis leads to the grade Pass.  No course credit is assigned.","-","-","MATH 799","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"MECH","1901","Automotive Engineering","3","(S&T)","-","-","-","This course teaches fundamental technologies in automotive engineering. It is targeted at the general student body and opens to all the students of science, engineering, or business majors. It will cover all the important aspects of automobile engineering and technologies, including its history, development, and current state. Content wise, it will cover key components of an automobile, i.e., the engine, transmission (both manual and automatic), brake system, control, chassis, etc. In addition, it will cover the managerial and operational aspects of modern automobile companies.","-","-","-","['2017-18 Spring']"
"MECH","1902","Energy Systems in a Sustainable World","3","(S&T)(SA)","-","-","-","Various fuels used by mankind, fossil and renewable sources; power generation technologies and the controversies; energy efficient technologies and the applications in buildings and consumable products; energy efficient manufacturing technologies; low energy infrastructure and impact to modern life style; myths behind sustainable energy systems and the debates; energy entrepreneurship, case studies and social impact.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"MECH","1903","The Rise of Autonomous Robots","3","(S&T)","-","-","-","Fueled by the rise of artificial intelligence, robotic devices are envisioned to become an ubiquitous part of daily life. New technologies such as wireless communication, voice and visual understanding, and machine learning will enable the development of biologically-inspired cognitive humanoid robots. This course will give students with little or no technical background an enriched understanding about robots and how they will change society. Fundamental social, economic, and technological issues of a human-machine society will be identified and discussed. The learning process will be facilitated through demonstrative sessions, where students can observe, evaluate, examine, and interact with a variety of autonomous robots and humanoids. Guided by internal and external experts, students will focus on a specific social, business or technology issue based on their personal background and interest. Through experimentation with robot kits, they will identify and explore ways robotics and automation might impact our quality of life.","-","-","-","['2018-19 Fall']"
"MECH","1905","Buildings for Contemporary Living","3","(S&T)","-","-","-","Functions of buildings; intelligent and green buildings for contemporary living; sustainability and financial assessments of building systems; building systems: building materials/indoor comfort and health/lighting/water supply/information; security, energy use and supply for buildings; renewable energy for future; energy supply, energy conservation; impact of technology development on contemporary living.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"MECH","1906","Mechanical Engineering for Modern Life","3","(S&T)","-","-","-","Mechanical Engineering covers the broadest range of engineering amongst all related disciplines. In addition to the production of modern products useful in daily life, it is also associated with power generation and distribution,as well as new materials development. These will be used to explain mechanical engineering principles and their usage in product design and manufacture. Contents include Engineering Materials, Solid Mechanics and Structural Design, Renewable Energy, Indoor Environmental Quality, Smart Green Building, Energy Design, Sensors and Instrumentation, Robots and Controls, together with MEMS and LED Fabrication. First year students are preferred.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"MECH","1907","Introduction to Aerospace Engineering","3","-","-","-","-","Introduction to the field of Aerospace engineering, discussion of basic aerospace systems and disciplines, working vocabulary of the field. Basic concepts. Demonstration through examples. Wind tunnel visit.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"MECH","1990","Industrial Training","0","-","-","-","-","A practical training course in an industrial simulated environment. For students of the Mechanical Engineering Department only. Graded P or F.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring', '2016-17 Winter']"
"MECH","2020","Statics and Dynamics","3","-","CIVL 2110","(MATH 1012 OR MATH 1013 OR MATH 1020 OR MATH 1023) AND (PHYS 1111 OR PHYS 1112 OR PHYS 1312)","-","Fundamental course on the analysis of the equilibrium and dynamic behavior of mechanical systems. Statics: equilibrium of particles and of rigid bodies; distributed forces; analysis of structures, including, trusses, frames, cables and beams. Dynamics: kinematics of particles; kinetics of particles, Newton's second law, energy, momenta, impact dynamics; systems of particles; kinematics of rigid bodies; kinetics of rigid bodies in two and three dimensions.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"MECH","2040","Solid Mechanics I","3","-","CIVL 2120","MECH 2020","-","Forces, moments, equilibrium; principles of virtual work; analysis of structural members under axial load, torsion and bending; shear force and bending moment diagrams; statically indeterminate trusses; buckling and structural stability.","-","-","MECH 3010","['2017-18 Spring', '2016-17 Spring']"
"MECH","2210","Fluid Mechanics","3","-","CENG 2220, CIVL 2510, MATH 4326","(MATH 2011 OR MATH 2023) AND MECH 2310","-","Fundamental concepts; hydrostatics; integral and differential equations of fluid flows; conservation of mass, momentum and energy; dimensional analysis; pipe flow; channel flow and boundary layers.","-","-","MECH 3210","['2017-18 Spring', '2016-17 Spring']"
"MECH","2310","Thermodynamics","3","-","-","MATH 1012 OR MATH 1013 OR MATH 1020 OR MATH 1023","-","Fundamental concepts; pure substance; work and heat; control volume; Ideal and real gases. First and second laws of thermodynamics. Entropy. Elementary power and refrigeration cycles.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"MECH","2410","Engineering Materials I","3","-","PHYS 3040","-","-","Atomic bonding of materials; crystal structure and defects; mechanical properties of materials; phase diagrams and phase transformations; heat treatment of metals; processing and applications of metallic materials.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"MECH","2520","Design and Manufacturing I","3","-","-","-","-","Introduction to the engineering design process and engineering graphics; design specification, concept generation, and concept evaluation; geometric construction, sketching, orthographic projection, auxillary views, sectioning, dimensioning, tolerancing, and working drawing. For students under the four-year degree only.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"MECH","2907","Mechatronic Design and Prototyping","3","-","-","MECH 2520","-","This course's aim is to broaden the professional and engineering interests of students by enhancing their practicum/team-based experience through initiatives different from those of traditional lectures and tutorials. This is a project-based course to develop the students' knowledge/experience in designing and building a practical mechatronics system (formerly called Industrial Training). Students will work in teams to identify the needs for their designed prototype. Also, students will be given the opportunity to design and build various mechatronics components including electronic circuits, motors, sensors, etc. from CAD drawings, and practise their engineering knowledge through all laboratory sessions. The main goal is to develop and nurture skills in problem-solving, communication, interpersonal interaction, project and time management, etc. via the entire project.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"MECH","3020","Solid Mechanics II","3","-","-","MECH 2040","-","Bi-axial stress state and failure criteria; thick-walled cylinders and spinning disks; bending of plates; elastic foundations; unsymmetric bending and torsion; curved beams; frame analysis; energy methods; plastic collapse and limit analysis.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"MECH","3030","Mechanisms of Machinery","3","-","-","MECH 2020","-","Application of kinematics and dynamics in the analysis, design and synthesis of mechanisms. Type and dimensional design of linkages, cams and gears based on motion requirements and force transmission, in contrast to the strength requirements. Graphical, analytical and computer methods in analysis and design of mechanisms. Design considerations in mechanism synthesis.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"MECH","3110","Materials for Energy Technologies","3","-","-","MECH 2410 OR CENG 1500","-","The societal energy transition from fossil fuels to renewable sources requires novel energy technologies, with material design and engineering at the center of the innovation process. In this course, we will explain the enabling materials science and engineering behind advanced energy technologies by answering questions such as why lithium powers our batteries and why it takes silicon to make a solar panel. Major material challenges of emerging energy technologies will also be discussed. During the course, the students will be exposed to 1) the knowledge of material structure-property correlations used in energy technologies, 2) materials synthesis and fabrication techniques for their incorporation into energy devices, and 3) material evaluation principles in energy applications. After taking the course, students will be able to identify desirable material properties and potentially propose new materials and manufacturing methods for specific energy technologies.","-","-","MECH 4000E","['2017-18 Spring']"
"MECH","3300","Energy Conversion","3","-","-","MECH 2310","-","Thermodynamics of combustion, chemical equilibrium, refrigeration and mixtures of gases.  Analysis of power generation, propulsion systems.  Performance of modern steam plants, gas turbines, internal combustion engines and refrigeration plants.","-","-","-","['2018-19 Fall', '2017-18 Fall', '2016-17 Spring']"
"MECH","3310","Heat Transfer","3","-","-","MECH 2210 AND MECH 2310","-","Transient and steady heat conduction.  Natural and forced convection.  Radiative exchange.  Introduction to computational methods.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"MECH","3400","Introduction to Composite Materials","3","-","-","MECH 2040 AND MECH 2410","-","This course introduces fundamentals of composite materials, which will cover the definitions of composites, their classifications and characteristics, the basic mechanics of their reinforcement mechanisms and common applications in science and engineering, especially in aerospace engineering. One important objective of the course is to underlie the concepts of rule of mixtures and laws of solid mechanics, by which the composite materials can be designed with desirable characteristics for engineering applications.","-","-","MECH 4000G","['2018-19 Fall']"
"MECH","3420","Engineering Materials II","3","-","-","MECH 2410","-","Structure, properties and applications of ceramics and polymers; introduction to composites; construction materials; corrosion and degradation of materials; materials selection and design considerations.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"MECH","3510","CAD/CAM","3","-","-","-","-","Geometric modeling systems, data structures, NC technology, NC machining, project.","-","-","-","['2017-18 Fall']"
"MECH","3520","Design and Manufacturing II","3","-","-","MECH 2520","-","Engineering specification, selection of materials, design criteria. Methods of joining and assembly. Engineering components design and applications: shafts and bearing, gearing, pulleys and belts, brakes and clutches. Design for manufacturing.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"MECH","3610","Control Principles","3","-","ELEC 3200","-","-","Introduction to system equations, block diagrams, signal flow graphs, state-space systems, transient response using convolution integral, root locus and frequency response methods. Design by root locus, frequency response and state space method. Nyquist stability test.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"MECH","3620","Aircraft Design","3","-","-","MECH 3640 AND MECH 3650","MECH 3660 AND MECH 3670","Students will work in teams to develop a conceptual design for a complete flight vehicle, using knowledge and skills acquired in the Aerospace Engineering Major curriculum. Specific considerations will include market conditions, mission requirements, aircraft size and layout, airfoil/wing geometry, aerodynamics, engine selection, airframe-engine integration, fuselage design, electrical and hydraulic systems, landing gear arrangement, flight stability and control, structures and materials, avionics and navigation systems, human factors, safety, manufacturing processes, and cost analysis. The teams will present their proposed designs via oral presentations and written reports.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"MECH","3630","Electrical Technology","3","-","-","-","-","Electromagnetic circuits, transformers, electromechanical energy conversion, DC machines, asynchronous and synchronous machines, special machines, transients and dynamics, three-phase circuits and power electronics, applications in electrical building services.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"MECH","3640","Aerodynamics","3","-","-","CENG 2220 OR CIVL 2510 OR MECH 1907 OR MECH 2210","-","Irrotational flow, circulation, lift and drag, aerofoil, conformal mapping, lifting line theory, Elliptical wing, swept wing, delta wing, supersonic flow. For science and engineering students in their second year of study or above.","-","-","MECH 4610","['2018-19 Fall', '2017-18 Fall']"
"MECH","3650","Aircraft Structural Analysis","3","-","-","CIVL 2120 OR MECH 1907 OR MECH 2040","-","Elasticity, structural analysis, energy and matrix methods, fatigue, vibration, airworthiness and aeroelasticity. For science and engineering students in their second year of study or above.","-","-","MECH 4620","['2018-19 Fall', '2017-18 Fall']"
"MECH","3660","Gas Turbines and Jet Propulsion","3","-","-","(MATH 2111 OR MATH 2350 OR MATH 2351) AND MECH 3640","-","Rotating machinery, turbojet, compressor blades, turbine blades, combustion, high temperature material, high by‐pass fan jet, rocket. For science and engineering students in their second year of study or above.","-","-","MECH 4630","['2017-18 Spring', '2016-17 Spring']"
"MECH","3670","Aircraft Performance and Stability","3","-","-","CENG 2220 OR CIVL 2510 OR MECH 1907 OR MECH 2020 OR MECH 2210","-","Introduction to the dynamics and control of atmospheric flight vehicles. Airplan performance, static longitudinal stability, maneuvering flight, directional stability and control, control surfaces, aerodynamic coefficients, flying modes, Laplace transform, open and feedback control, stall recovery. For science and engineering students in their second year of study or above.","-","-","MECH 4640","['2017-18 Spring', '2016-17 Spring']"
"MECH","3680","Avionics Systems","3","-","-","ELEC 2420 AND {COMP 1022P OR [(COMP 1021 OR COMP 1022Q OR COMP 2011) AND COMP 1029J ]}","-","This course covers avionic systems and communications, including analog and digital systems, aviation bands and frequencies, satellite and aircraft communications, selective calling, emergency locator transmitter, omni-directional range, instrument and microwave landing systems, and automatic direction finder. Other relevant topics may also be discussed in the course.","-","-","-","['2017-18 Spring']"
"MECH","3690","Aerospace Engineering Laboratory","3","-","-","-","LANG 4034 AND (MECH 3640 OR MECH 3650 OR MECH 3660 OR MECH 3670 OR MECH 3680)","Fundamentals of instrumentation and measurement and their application in engineering testing and experimentation. Focuses primarily on application of the fundamental principles learned in MECH 3640, MECH 3650, MECH 3660, MECH 3670 and MECH 3680 to more advanced test and measurement applications. Includes principles of analog and digital data acquisition, analysis of discrete measurement data, statistical assessment of hypotheses, design of experiments, and similarity scaling of data. For AE students only.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"MECH","3710","Manufacturing Processes and Systems","3","-","-","MECH 2410","-","Introduction to the principles of manufacturing processes; process characteristics, capabilities and limitations; related machinery and equipment; automation and common aspects of manufacturing, including metrology and quality assurance.","-","-","-","['2016-17 Spring']"
"MECH","3830","Laboratory","3","-","-","-","LANG 4034","Introductory laboratory course to provide training in experimental techniques and laboratory procedures, data acquisition, analysis and presentation.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"MECH","4000C","Experiential Approach to Aviation","3","-","-","-","-","Experiential Learning is one of the pillars of Tri-modal Education; its aim is to broaden the professional interests and exposure of students by enhancing their practicum/team-based experience through initiatives different from those of traditional lectures and tutorials. This course will provide an experiential approach to aviation through 1) a series of guest lectures delivered by aerospace professionals; 2) student-initiated video-making sessions on aerospace-related topics; and 3) active participation in an international aerospace competition. The goal is to develop and nurture skills in problem-solving, communication, interpersonal interaction, project and time management, etc. via experiential learning. The course will initially be led by faculty and then self-directed by students with faculty retreating as coaches or advisors. Students must obtain prior approval from course coordinator for enrolling in the course.","-","-","-","['2016-17 Spring']"
"MECH","4000E","Materials for Energy Technologies","3","-","-","-","-","The societal energy transition from fossil fuels to renewable sources requires novel energy technologies, with material design and engineering at the center of the innovation process. In this course, we will explain the enabling materials science and engineering behind advanced energy technologies by answering questions such as why lithium powers our batteries and why it takes silicon to make a solar panel. We will discuss major material challenges of emerging energy technologies. During the course, the students will be exposed to 1) the knowledge of material structure-property correlations used in energy technologies, 2) materials synthesis and fabrication techniques for their incorporation into energy devices, and 3) material evaluation principles in energy applications. After taking the course, students will be able to identify desirable material properties and potentially propose new materials and manufacturing methods for specific energy technologies. The course is designed for students with mechanical engineering background. Non-MAE students need to obtain course instructor’s approval for prerequisite waiver.","-","-","-","['2016-17 Spring']"
"MECH","4000F","Design, Build and Test an Electrical Vehicle (EV)","3","-","-","-","-","Educational psychologist David Kolb has strongly advocated that experiential learning as ""the process whereby knowledge is created through the transformation of experience"". By taking this course the students will come to realise how theoretical knowledge can be applied to real engineering product design and manufacturing through experiencing all 4 stages of Kolb's experiential learning cycle. The core of the course will be taught by demonstrating how a scaled down EV is made and unfolding its design concepts one by one. For that, we will first design and build an EV before the course starts. This demo EV will be developed together with an experienced technician who will be helping to collect EV performance data, compile the BOM, and manufacture or outsource EV components, assemble the whole EV frame incorporating with an electromechanical motor system for transmission, test and debug the EV on the road. Instructor's approval is required.","-","-","-","['2016-17 Spring']"
"MECH","4000G","Introduction to Composite Materials","3","-","-","MECH 2040 AND MECH 2410","-","This course introduces fundamentals of composite materials, which will cover the definitions of composites, their classifications and characteristics, the reinforcement mechanisms, the basic mechanics of composites and common applications in science and engineering, especially in aerospace engineering. One important objective of the course is to underlie the concepts of rule of mixtures and laws of solid mechanics, by which the composite materials can be designed with desirable characteristics for engineering applications. Also, it prepares students for the advanced study of composites such as mechanical and structural analysis, failure mechanisms and optimal structural design. Knowledge on MECH3020 Solid Mechanics II and MECH3420 Engineering Materials II is recommended.","-","-","-","['2017-18 Fall']"
"MECH","4000H","Advanced Aircraft Design","3","-","-","-","-","The topic of aircraft design has always been a key part of the curriculum in aerospace engineering education. With constant expansion of aerospace industry driven by economic development, universities are required to better equip the students with knowledge and skills in design. The essence of design activities is to apply a variety of methods in an integrated manner, in order to produce design solutions which meet a set of objectives and constraints from technical, commercial, and social perspectives. This also need to be achieved in a schedule demanded by the customer, and within the specified budget, in order to maintain competitiveness against products from competitors. In this course, a set of advanced topics will be provided which complement what students would typically learn during studies at the undergraduate level. Students will be exposed to (1) principles, workflows and methods in multidisciplinary aircraft design practice, (2) concepts of some advanced engineering optimization methods and strategies, (3) some case studies used in industry design office or joint university-industry effort in research activities. At the end of the course, students will be able to formulate a conceptual aircraft optimization problem, build a variety of simulation models of various fidelity, and apply multi-objective optimization methods to solving the complex simulation-based design optimization problems.","-","-","-","['2017-18 Fall']"
"MECH","4000I","Introduction to Nanosatellite Engineering (Experiential Course)","3","-","-","(MATH 1014 OR MATH 2011) AND PHYS 1112","-","This course will introduce the fundamental concepts of CubeSat – a class of nanosatellite with standardized unit size of 10x10x10 cm. In this experiential course, a number of labs have been prepared with a different focus on orbits dynamics, analysis of control and thermal subsystems. Every student should finish fundamental labs (~2 weeks each) individually, and organize in groups to work on an advanced design topic (~6 weeks). The course shall offer students with both hands-on experience software simulation and hardware implementation. The topics in this course are introduced with mathematical derivations and case studies. After taking this course, we hope students will understand the fundamentals of satellite engineering and more important to train their common sense in technical and managerial aspects of engineering design projects with focus on aerospace applications. Instructor’s approval is required.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"MECH","4000J","Robotic Manipulation and Mobility","3","-","-","-","-","This course provides an overview of the techniques that enable robots to interact with the world, that is, robotic manipulation and locomotion. Fundamental theories and models regarding the two important problems will be introduced. The practice of robotic manipulation and mobility will be investigated through real robot systems including industrial robot arms and multifingered grippers. Hands-on experience with some of the topics in the class will also be provided through term projects and assignments. No formal prerequisites needed, but knowledge in control (for example, ELEC 3200 or MECH 3610) can help.","-","-","-","['2017-18 Spring']"
"MECH","4000K","Student Formula E Racing Car Requirements, Design and Analysis","3","-","-","-","-","This course is aimed to nurture the future EVIG members to join the Formula Student Competition. The course will focus on teaching students the design and analysis skills and processes involved and allow students to try wind tunnel test in automotive industry. This course will give them the flavor of how an engineering product is built from scratch in industry through the Deming's PDCA (Plan, Do, Check, Act) iterations. Students are required to have some backgrounds Engineering Drawing, Strength of Materials, Machine Elements. This course will focus on applying computation mechanics to help students design their vehicle based upon safety, light weight and low fuel consumption. Instructor's approval is required.","-","-","-","['2017-18 Spring']"
"MECH","4100","Experiential Projects in Aerospace Engineering","3","-","-","MECH 1907 OR (MECH 2020 AND MECH 2310)","-","This course takes an experiential approach to aerospace engineering through (i) a series of seminars and workshops delivered by faculty and industry professionals, (ii) student-initiated tutorials on aerospace-related topics, and (iii) participation in an international aerospace competition. As well as giving students the opportunity to apply theoretical classroom knowledge to real-world engineering problems, this course will nurture skills in technical communication, teamwork, conflict resolution, and project management. This course will initially be led by faculty and then self-directed by students with faculty retreating as coaches. Students should seek approval from the course instructor prior to enrolling.","-","-","MECH 4000C","['2017-18 Spring']"
"MECH","4340","Air Conditioning Systems","3","-","-","MECH 3310","-","Introduction of heating, ventilating and air conditioning (HVAC) systems, moist air properties, heat transmission in building structures, solar radiation, air conditioning cooling load and heating load calculation, air distribution system design, indoor air quality, economic analysis, alternative cooling systems.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"MECH","4350","Indoor Air Quality in Buildings","3","-","IBTM 5430, JEVE 5350","MECH 2310","-","Indoor air pollutants in buildings and their transport dynamics with respect to building ventilation systems.  Design methodology in handling indoor air quality in buildings and enclosed spaces.  Building environmental assessment method.","-","-","-","['2017-18 Spring']"
"MECH","4360","Introduction to Intelligent Building Systems","3","-","-","MECH 2310 and MECH 3610","-","Introduction to intelligent building and building automation, communication, safety and security systems; modeling and control of noise, illumination, mechanical transportation, electrical, electronic, fire safety subsystems; system integration and optimization with the building envelope; code of practice in design, operational characteristics and performance specifications.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"MECH","4450","Introduction to Finite Element Analysis","3","-","-","MECH 2040","-","Basic concepts of finite element methods, element equations for basic structural elements, implementation and application of FEMs in 1-D and 2-D structural analysis and heat conduction.","-","-","-","['2018-19 Fall']"
